i) 	1.0	0.1481481481481481	0.2608695652173913	0.4848484848484848	0.7453416149068323
v) 	0.430379746835443	0.0747663551401869	0.1428571428571428	0.2461538461538461	0.2111801242236025
iv) 	0.5555555555555556		0.0377358490566037	0.1034482758620689	0.1971830985915492
iii) 	0.4615384615384615	0.0512820512820512	0.1104294478527607	0.2159090909090909	0.3478260869565217
ii) 	0.5783132530120482	0.074074074074074	0.0683760683760683	0.193103448275862	0.3548387096774194
i) 	0.98	0.1308411214953271	0.2758620689655172	0.4251968503937008	0.7577639751552795
v) 	0.4625		0.0727272727272727	0.0517241379310344	0.1666666666666666
iv) 	0.5032258064516129	0.074074074074074		0.1206896551724138	0.2638888888888889
iii) 	0.4	0.0516129032258064	0.0981595092024539	0.1910112359550561	0.3744292237442922
ii) 	0.6144578313253012	0.037037037037037	0.0504201680672268	0.1666666666666666	0.3763440860215054
i) 	0.99	0.1132075471698113	0.2456140350877192	0.4962406015037593	0.7261146496815286
v) 	0.440251572327044	0.0566037735849056	0.0357142857142857	0.1353383458646616	0.1059602649006622
iv) 	0.535031847133758	0.0377358490566037	0.0560747663551401	0.09009009009009	0.3149606299212598
iii) 	0.4035874439461883	0.050632911392405	0.0958083832335329	0.1530054644808743	0.334841628959276
ii) 	0.6144578313253012	0.0560747663551401	0.0847457627118644	0.1379310344827586	0.328042328042328
i) 	0.99	0.1308411214953271	0.2758620689655172	0.4812030075187969	0.7530864197530864
v) 	0.4177215189873418	0.0566037735849056	0.0363636363636363	0.0526315789473684	0.1629629629629629
iv) 	0.6075949367088608	0.0747663551401869	0.1680672268907563	0.032258064516129	0.2191780821917808
iii) 	0.4403669724770642	0.0254777070063694	0.062111801242236	0.2011173184357542	0.365296803652968
ii) 	0.6024096385542169	0.0373831775700934	0.1034482758620689	0.1241379310344827	0.247191011235955
i) 	0.97	0.1308411214953271	0.2434782608695652	0.4274809160305343	0.7088607594936709
v) 	0.5283018867924528	0.0380952380952381	0.1238938053097345	0.0930232558139534	0.1866666666666666
iv) 	0.4444444444444444	0.0754716981132075	0.0909090909090909	0.0333333333333333	0.1029411764705882
iii) 	0.3502304147465437	0.0387096774193548	0.062111801242236	0.1046511627906976	0.2897196261682243
ii) 	0.5662650602409639	0.0560747663551401	0.1166666666666666	0.0839160839160839	0.3016759776536313
